post_id,source_id,source,text,label
3580,-197488759,VK,"Добрый день! Нужен электрик перенести выключатели 3 шт, начало положено",
962,-184532299,VK,"Всем добрый день. Нужны 2 человека поднять диван и кучу вещей на 4 этаж.
Лифта нет",
2019,-133016868,VK,Необходимо выкинуть на помойку. Расстояние 100м.цена работы??,
4803,-155018446,VK,"Демонтаж пола 48кв.м.
Демонтаж дверей 5 шт. 
Вынос на улицу 5 этаж.
Цена",
6715,-1001409716498,TG,"На ближайшее время
1 человек
Суть работы : уборка складского помещения
Адрес: Новороссийская 61а
400/4 , возможно работа на целый день",
5697,-1001233979517,TG,Ищу шабашку подработку на сегодня,
4005,-164809128,VK,"Нужен сантехник,поменять смеситель на кухне старого образца на новый",
3147,-183322855,VK,"‼️ИДЕТ НАБОР НА СЛУЖБУ ПО КОНТРАКТУ‼️

👍 Рассматриваем с гепатитом, судимостью, группы здоровья А, Б , В,можно без военного билета( делаем)!

📌Требования к кандидату- возраст от 18 до 62 лет!

⚠Принимаем из любых регионов и городов России
⚠Принимаем иностранцев
⚠Рассматриваем с отношением, делаем отношение
⚠Оплачиваем проезд
⚠Предоставляем питание,жилье,обмундирование
⚠ Денежное довольствие от 210 тыс рублей в месяц!
( зависит от должности и звания)

📌ИНДИВИДУАЛЬНЫЙ ПОДХОД К КАЖДОМУ КАНДИДАТУ! 
📌контракт напрямую с Министерством Обороны РФ! 

☑Ежемесячная зарплата от 210000тр(зависит от должности и звания) 

🔥🔥🔥МОСКВА‼️ 2млн 300 тр, зп от 260 тр

Набор в 22 городах РФ, подъёмные указаны ниже:

‼️ г.Ковров 2 000 000 -на операторов БПЛА❗️

🔥🔥🔥МОСКОВСКАЯ ОБЛАСТЬ 3 000 000 руб‼️

👉Альметьевск 2 500 000 руб ( Африканский корпус)
👉Екатеринбург 3 100 000 руб
👉Чебоксары 2 500 000 руб( принимаем с любым отношением!
Делаем отношение в ЮО!)
👉 Вологда 1.205 000 руб
👉 Якутия 2 000 000 руб 
👉Ростов-на-ДОНУ 2 000 000 руб
👉Смоленск 1 200 000 руб
👉ЯМАЛ 2 300 000 руб
👉Оренбург 2 400 000 руб(  принимаем с любым отношением! Делаем отношение в ЮО!)
👉Воронеж 905 000 руб 
👉Ярославль 1 100 000 руб
👉Калуга 2 500 000 руб
👉Лиски 905 000 руб трудоустройство
👉Махачкала 1 700 000 руб
👉Иваново 1 000 000 руб
👉🔥🔥🔥Владимир 2000000р ( требуются водители кат. С,Д,Е) не штурма!

👉ХМАО- 3 050 000 руб

👉🔥🔥🔥‼️Волгоград-2 100 000 руб ( Делаем отношение в ЮО!)

👉Тольятти-4 000 000 руб ( офицеры с отношением)

‼️сопровождаем на всех этапах!!!

☝ Пишите на ватсап круглосуточно
Или звоните с 9-23 по Мск. времени
 8-917-017-81-04 Наталья
https://wa.me/message/LVGIQEU57QIHH1",
5479,-1001233979517,TG,"Продаю сертификат озон
Номинал: 15000₽
Работает на все покупки
Действует до 07.06.2027
Цена: 8500 очень срочно ✨",
8914,-1001950740300,TG,"СРОЧНО❗️❗️❗️
1 человека

Краснодар, ул Сормовская 7 литера 139 

Выгрузка-загрузка машин. Короба до 5кг (в коробке пластиковая упаковка) Работа до вечера скорее всего! 

450 мин 2 часа Кто готов отпишите в личные сообщения",
2593,-130305790,VK,"Здравствуйте, всех с праздником)) осаживвется полы в однокомнатной квартире, первый этаж, полы дощатые с линолеумом, мебели минимально, аккуратно разобрать, поменять лаги, собрать",
1994,-202421839,VK,"Надо выполнить уборку на территории от мусора - бутылки , бычки итд. 
Участок не большой - за помещением, с торца и небольшой участок перед .",
5923,-1001233979517,TG,"ищу шабашку 
умею работать с электроинструментом  
имеется опыт работы на монолите, заканчиваю обучение на сварщика 
От 3000₽",
2398,-130305790,VK,Нужно сбить старую глиняную штукатурку со стен кирпичных 7х8м и с потолка.7-8 апреля. Сразу сумму пишите и контакты,
1054,-184532299,VK,"Привет всем. Поклеить обои 28 квадратов, высота потолков 2,40 , цену за все , а не за м2",
921,-184532299,VK,Добрый день. Нужно заменить старый забор метров 10-15 . Забор деревянный,
5742,-1001233979517,TG,"Здравствуйте, нужны пару  людей на сейчас и завтра, кто свободен, отпишите пожалуйста",
3093,-183322855,VK,"🔇УПАКОВЩИКИКОМПЛЕКТОВЩИКИ ГРУЗЧИКИ 
📥СКЛАДЫ И ПРОИЗВОДСТВО📥
🔝ВАХТА ОТ 20 СМЕН

▪Склады косметики и бижутерии
▪Склады техники, электроники ( БРИЗ, НОЙТЕК, СБЕРЛОГИСТИКА, Форум Авто)

ОБЯЗАННОСТИ:
🔸Комплектация товара при помощи сканера ТСД
🔸Погрузка разгрузка товара
🔸Упаковка готовой продукции 

УСЛОВИЯ :
📍Вахта 20/30/45 смен 
📍СТАВКА от 3300-5000 рублей/смена
📍АВАНСЫ от 3000 до 5000 рублей 
📍Акции, премии , бонусы, карьерный рост до бригадира, менеджера проекта
📍График работы 7/0, 6/1,по 9-11 часов 
📍Бесплатное проживание в хостеле, квартире",
6845,-1001409716498,TG,"СРОЧНО на сейчас ❗ 
НУЖНЫ РАЗНОРАБОЧИЕ 
 до 18
На ЖК Сердце
1 человека
Подсобные работы
Оплата 2800
ОПЛАТА ВЕЧЕРОМ НАЛИЧНЫМИ
18+
+79145424200 по поводу работы обращатесь пожалуйста по указанному номеру.",
658,-1001409716498,TG,"Склад. Комплектовщик. 3900₽/смена.Сборка товаров — ничего сложного. Тяжелое таскать не нужно.Температура на складе +5°C. Выплаты еженедельно, без задержек.Только 18+, граждане РФ 
Находимся в Комсомольском",
240,-164809128,VK,"Здравствуйте, подскажите пожалуйста как это переделать под покраску",
7822,-1001503637616,TG,1 чел,
3876,-158738864,VK,"Приветствую! Нужно замазать штробы от шпаклевать коридор и поклееть обои, примерно кв 15 -20 объект находится на ул. Зиповская",
1890,-202421839,VK,"Ламинат скрипит 
Как это убрать? 
Или что можно залить и как это лучше сделать не разбирая ламинат. Памагите!",
7511,-1001503637616,TG,"На постоянную работу нужны отделочники-универсалы, электрики, сантехники, плиточники в разных ЖК по Москве и Московсвкой области! Работы в квартирах. Заказы получаем круглый год без перерыва. 
По гражданству нет ограничений. 
График работы с 09:00 до 19:00 (перерыв предусмотрен). 
Оплата от 5000 руб. в день! Также есть возможность договориться по объему или по ЗП два раза в месяц. 
По всем осатльным вопросам ЗВОНИТЬ по тел. +79917422233.",
408,-222144515,VK,"Нужны разнорабочие на стройку.
3500р 
8часов работы
79207053259 номер для связи",
5538,-1001233979517,TG,"Сегодня к 10:00
Античная 14, Западный
Нужен человек, помощь подсыпки в механизированную штукатурку, оплата по окончанию 8-ми часов, 3600",
8821,-1001950740300,TG,"г. Алушта, Крым❗️❗️❗️
Каменщики (внутренние перегородки, газоблок, кирпич)
Проживание в частном доме.
4500 р, 8-ми часов рабочий день, оплата ежедневно.
89054021701
Даниил",
5197,-167313558,VK,Добрый день! Необходимо перенести выключатель на 10 см правее. Цена ?,
8941,-1001950740300,TG,Удали себя,
1679,-202421839,VK,"Необходимо выкопать 10 ям 70/70/70
Предложения пишите сразу с ценой",
2587,-130305790,VK,"Добрый день
Нужно будет демонтировать метал. каркас лестницы.
Предлагайте цену .
В ближайшее время .",
4990,-167313558,VK,"В связи с открытием объекта нам нужны: подсобники; грузчики; уборщики. Берем всех, без опыта. Оплата сразу после работы от 3000 в день. Пишите в вк",
8898,-1001950740300,TG,"На завтра к 9:00
Паспорта РФ 
Есть 2 места кто точно выйдет 
 
Мосводоканал

Уборка внутри новых помещений перед сдачей, где то мусор, где то пыль убрать

Работы на 5 дней 

Оплата 3500₽ - 8ч смена, по окончанию сразу на карту",
5738,-1001233979517,TG,"Ищу работу на сейчас,писать в лс,не нарко",
8737,-1001950740300,TG,"🔥 Работа в Парке Галицкого! 🔥

В Café Краснодар требуется ответственная сотрудница на Черную мойку
УСЛОВИЯ:

📝 Официальное оформление (ТК РФ)
💵 3 800 ₽  / смена (смена 14 часов) (выплаты 2 раза в месяц)
🗓 График 3/3 с 10:00 до 00:00
🍽 Бесплатное питание 3 раза
🚕 Доставка на такси вечером
👕 Униформа + медкнижка за наш счет

ТРЕБОВАНИЯ:

🔞 Только 18+
🧽 Аккуратность и чистоплотность
💪 Ответственность

👉 Стань частью команды! Звони и пиши 8(964)904-50-04 Анастасия",
8024,-1001503637616,TG,"❗️ Набираем бригаду Разнорабочих, Грузчиков по г. Краснодар, которые будут ездить на наши заказы.

ЧИТАЙТЕ ВНИМАТЕЛЬНО, ПРИНИМАЕМ ТОЛЬКО С ПРОЖИВАНИЕМ НА НАШЕЙ ТЕРРИТОРИИ.

Заказы в основном это 8 часовые смены. Бывают и короткие заявки. 
Погрузка, разгрузка, уборка территорий, подсобные работы и т.д

График работы 6/1. 
По договоренности можно работать
целую неделю.

Адрес. Ул. Нестерова. Частный дом. 80 кв, 4 сотки. 
Район ул. Дзержинского.

На территории имеется: зона отдыха, плодовые деревья, мангальная зона, баня, wi fi.

В помещении: Сан узел, ванна, стиральная машина, холодильник, плита, кухонная посуда, телевизор, кондиционер, wi fi. 

При необходимости выдаем новое постельное бельё. 

Порядок оплаты:

💵 Оплата от 12000 руб - до 18000 руб в неделю. 
Расчет СТРОГО каждую субботу. 
Даже если вы не работаете (БЫВАЮТ И ТАКИЕ ДНИ), ваша зарплата идет в любом случае.

Нужны серьезные и ответственные ребята, которые готовы работать с еженедельной оплатой.

Коммунальные услуги, арендная плата за дом, за это все платим мы.

❗️ Не наркоманы, и не старики.

Для уточнения всех тонкостей и нюансов, пишите, звоните. 


ЧИТАЙТЕ ВНИМАТЕЛЬНО, ПРИНИМАЕМ ТОЛЬКО С ПРОЖИВАНИЕМ НА НАШЕЙ ТЕРРИТОРИИ!

Подробности в л.с:",
5982,-1001233979517,TG,"Ищу работу на сегодня,наркота мимо",
3814,-158738864,VK,👉Ждём вас ❤️👉Телеграмм https://tapic.link/1Y2c https://t.me/shkrasnodar,
2466,-130305790,VK,"Снести две стены, отмечены на фото, Предлагайте цену и сроки",
9155,-1002881593549,TG,"Нужны разнорабочие на стройку
ЖК образцово
Время с 8 до 18:00
Час обеда
Оплата 3к за 9 часов(если отрабатываете меньше часов, соответственно и оплата меньше будет)
Оплата каждый день
Только за завтрашний день оплата будет в понедельник-вторник, а так каждый день",
1158,-184532299,VK,Здравствуйте друзья. Поклеить обои коридор и комната( небольшая),
7243,-1002762558087,TG,"Завтра , к 9:00, Карпатская 1.
Разнорабочка на стройке(помощь в установке окон в основном)
2 человека , крепких!
3200/8 оплата сразу 
В ЛС",
7030,-1002762558087,TG,Есть разнорабочка на завтра на 1 человека?,
1636,-220419216,VK,Надо разгрузить цемент по 25 кг 40 мешков плачу 4000Р,
8976,-1001950740300,TG,"А все,понял вас",
2765,-197559013,VK,"Приветствую,нужен напарник на кровлю со своим авто,з.п от 140.000 т.р Краснодар. Тел. 89385297778",
647,-1001409716498,TG,"На завтра 26.05 к 9:30 
Ищу 4 человека 
Разгрузка автомобильных шин
Оплата 500р час (мин. 4 часа)
Адрес: ул.Ягодина 44",
2444,-130305790,VK,"Необходимо выложить межкомнатные перегородки в двух комнатах. Площадь перегородок 23 м2
Длина стороны, где два дверных проема - 4,85 м
Длина стороны короткой - 3,57 м
Высота - 2,73",
1835,-202421839,VK,Нужно снести дачный дом с вывозом,
4607,-167102108,VK,"Вакансия: Аниматоры для отелей (Московская область, Краснодарский край, Крым)

🌟 Условия работы:
— График: 6 дней в неделю / 1 выходной.
— Ежедневно: 5 часов активных мероприятий.

🎭 Мы ждем тебя, если:
— Ты энергичен, креативен и любишь работать с людьми;
— Готов участвовать в организации досуга гостей (опыт приветствуется, но не обязателен).

💼 Что предлагаем:
— Зарплата от 50 000 рублей;
— Возможность работы в популярных туристических регионах;
— Проживание и питание предоставляем.

📲 Откликнуться можно через:
— Телефон/WhatsApp/Telegram: +7 (919-912-33-41)
(Звоните или пишите — обсудим детали!)

✨ Стань частью команды, создающей праздник для гостей!",
6849,-1001409716498,TG,"В течение полу часа
2 человека 
Мачуги 166
Собрать, Спустить и загрузить строительный мусор в машину
500/2",
5042,-167313558,VK,"Нужны рабочие на строительные работы
Объект в черте города
Ставка за смену 3000/ в рублях. оплата еженедельная",
4487,-167102108,VK,"На подработку требуются Разнорабочие старше 25 лет.
Оплата 4000 руб. на руки в конце рабочего дня. Нужно уметь работать с электроинструментом, вязать крючком арматуру и т.д. Работаем с 7 до 17:00 с перерывом на обед. Все подробности по телефону 8-962-868-7000 Пишите на ватсапп, как зовут, возраст и опыт.
Важно! Выходить на работу без перегара!

— Забираю и привожу на Российскую (к Ленте), либо с ул.М.Седина.

В ВК комментарии не читаю! Пишите или звоните на ватсапп! На объекте не всегда есть связь. Если не дозвонитесь, перезвоню",
8079,-1001503637616,TG,"На  сейчас  нужен человек на демонтаж штукатурки в квартире
Оплата 4000 
Район губернский",
7128,-1002762558087,TG,"2 человека, срочно в ближайшие полчаса-час
Аксайская 63
500 руб/ч, минимум 2 часа
Разгрузка фуры, перемещение товара по складу
Работы на 3-4 часа
Оплата по окончании наличными/на карту",
2736,-197559013,VK,"Требуются 2 ответственных человека (электрика) для проведения электромонтажных работ от застройщика в ЖК Тёплые края (ст. Елизаветинская). На этаже 9 квартир. Таких этажей много. Объем большой, работы хватит до Нового года. Работа однотипная с минимальным количеством точек

Писать в ватс/ап: 
89183271681",
1041,-184532299,VK,Добрый день друзья. Надо собрать и повесить кухонный гарнитур. Размер 3м40см. Только с опытом обязательно. Цена?,
4840,-155018446,VK,"Здравствуйте. Нужно сделать косметический ремонт под ключ, кухня 10 кв.м. наклеить плитку на потолок, поклеить обои, постелить линолиум, покрасить окно, батарею, газ.трубу, дверь. Цена?",
3991,-164809128,VK,"дом 200м2 отштукатурить под сетку ,нанести короед, установить декоративные элементы на окна и углы(пеноплекс) заштукатурить короедом . цена за кв метр или комплекс ,предлагайте",
8352,-1001950740300,TG,"Добрый день, на ближайшие время нужно два человека на переезд лифти есть, погрузка Евгении Жигуленко 5к1 , выгрузка по городу. 500/2",
8894,-1001950740300,TG,"ищу работу на завтра от 500р/час 
19 лет , рукастый , не пью",
3911,-158738864,VK,"Здравствуйте! Нужно установить тумбу с раковиной, зеркало и смеситель в ванную. Карасунский район, г.Краснодар",
3778,-158738864,VK,"Нужен установщик межкомнатной двери , петли врезные , двери цанговый , замок магнитный . Нужно поставить дверь в сан узел . После Знаменский. Цена 6000р тел 89673060808",
5601,-1001233979517,TG,"Ищем работу по объектам: демонтаж, шпаклевка и разнорабочие работы. Есть бригада, остальное распишу в лс",
6870,-1001409716498,TG,"На сегодня 4 человека по 3000
Парковая, 2 новознаменский 
89280400046",
1297,-222144515,VK,"Требуется бригада на механическую штукатурку,объем 12000м2
Сроки до нового года
Объект 30км от Краснодара(предоставляется трансфер)кому нужно обеспечим жильем по месту
Касаемо оплаты: объемы закрываются каждую неделю 
Возможно авансирование
Цена за пирог(сетка,штукатурка)-480р/м2

Для связи: +7 938 437-40-77",
7145,-1002762558087,TG,"В течение полу часа 

Конгрессная 41к1

Один человек
Спустить и загрузить строительный мусор в машину
500/2",
2015,-133016868,VK,"Требуется остеклить балкон на третьем этаже кирпичного трёх этажного дома. 
Размер балкона 1940/1000 мм, высота рам 1300 мм. Надо, установить алюминиевые рамы, подоконник, обшить с наружи сайдингом, сделать крышу, внутренняя отделка не требуется. МАТЕРИАЛ МОЙ ,НУЖНА ТОЛЬКО РАБОТА! Пишите конкретную цену, работы на 2-3 дня для двоих человек. Пример как на фото.",
3008,-183322855,VK,"Здравствуйте! Нужно вынести строительный мусор, 4 этаж",
7449,-1001503637616,TG,"На сегодня 27.05
Требуется 1 человек 
САМОЕ БЛИЖАЙШЕЕ ВРЕМЯ
ЖК Ритм
Улица Тургеневское шоссе 34/1Ак1, аул Новая Адыгея.
Перенос материала в квартиры, лифты работают, работа в нормальном темпе, прошлый раз материал разносили на 1-2 этаж.

Оплата : 3000/8",
2507,-130305790,VK,"Нужно почистить побелку и масленную краску со стен лестницы, высота стен примерно 2,8. Объем 300-400м2",
7913,-1001503637616,TG,"На 9:00-18:00
Час обеда по регламенту. 


Смена 8 часов. 
1 час обеда. 

пос. Южный 
(район Витаминкомбината), 
ул. Водозаборная 58 


Один человек. Работать в двоем. 

Работа с сантехникой
Загрузка, выгрузка, сбор товара. 

Цена 3000 руб смена.
Оплата сразу.",
2636,-130305790,VK,Необходимо повесить гардину на 3 такие крепежа . каждый держится на 3 болтах . нужно сделать в ближайшие дни . заранее спасибо . 🙏,
7621,-1001503637616,TG,"Требуются аргонщики, монтажники на монтаж систем пожаротушения.
Ищем звеньями. 
Объект с нуля.
Сочи! 
Объем 2 здания по 24 этажа. 
Оплата за этаж. Один этаж 3-4 дня работы 
Сделал получил!
Аванс Наличка Проживание!
Без посредников 
+7932 777 88 33",
1665,-202421839,VK,Здравствуйте нужна газель Перевести гипсокартон с города в деревню.Кто сможет и цена?,
972,-184532299,VK,Доброго времени суток. Нужны помощники 2-3 человека можно студентов нужна помощь в покраске,
2998,-183322855,VK,Здравствуйте. Чем это выровнить? И сколько стоит работа? Размер примерно 4 на 6.,
798,-1002881593549,TG,"Завтра в колосистый к 5 утра 
5-10 человек 

Оплата 2800",
3869,-158738864,VK,"Требуется горничная /оплата 2000₽ выход
Занятость 3 дня в неделю около трех часов
Выбираете любой временной промежуток
Район Черемушки 
Тел  89898031097",
442,-222144515,VK,"Ребята, заходите в чат—как работодатели, так и исполнители.Чат поможет быстрее находить работу, людей и оставаться на связи🤝Все обсалютно бесплатно ❗https://vk.me/join/uYIOmo2RG1Pu8/qOIcY5LyIwbSks9PTdir4=",
3628,-197488759,VK,"Здравствуйте,нужно выкопать фундамент 10×9.Цену предлогайте.",
1175,-184532299,VK,Приветствую вас. Нужен человек отбить около 12-ти м2 плитки со стен и пола и замешковать,
1923,-202421839,VK,Проштрабить и развести 4 розетки на кухне! Цена?,
5001,-167313558,VK,"Люди пожалуйста кто с руками)) Собрать диван, он на болтах , запчасти есть. Вечер примерно 21:00 сегодня, цена?",
3781,-158738864,VK,"В компанию «Купер» требуются :
- 🚶Пеший универсал 16+ (отличный заработок для студентов)
👉 https://tapic.link/1Y9L
- 📦 Сборщик 18+
👉 https://tapic.link/1Y9M
- 🚗 Курьер на авто 18+ (можно совмещать с работой в такси)
👉 https://tapic.link/1Y9N
Условия :
- свободный график (сами выбираете в какой день и на какое время готовы выйти на смену)
- работа в вашем городе, в удобном для вас районе
- наличие бонусов и акций
❕Требования :
- телефон (Андроид или IOS);
- целеустремленность и ответственность.
💰 Доход за смену от 3000 до 6000/за в зависимости от вакансии (выплаты каждую пятницу) https://go.cpaex.ru/click?o=2558&a=5652",
2784,-197559013,VK,"Нужны люди на простую подработку! Оплата 3.000-7.000 за 4-5 часов работы. Если сработаемся, то можно на постоянной. Писать сюда - https://vk.com/im?sel=-221277139",
3970,-158738864,VK,"Раздача 500р за прохождение опроса!

Ложь? Правда!

Проверь сам 👉 https://tapic.link/1XD9 https://go.cpaex.ru/click?o=2473&a=5652",
4892,-155018446,VK,"Здравствуйте! 
Нужно выкинуть диван с 1 этажа небольшой",
3210,-183322855,VK,"Здравствуйте,завтра поднять на 5 этаж 35 мешков стяжки по 40 кг - цена?",
4754,-155018446,VK,"Добрый день! Нужно собрать опалубку и армировать, размер 12 на 8, ширина 60 и две перегородки по 40см(8м). И 8 лунок по полтора метра. Есть опытные ребята в этом деле? Или кто может посоветовать хорошую бригаду?  Только опытные, и по цене сколько будет стоить? Заранее спасибо!",
2053,-133016868,VK,"Нужно вынести мусор, с вашей погрузкой. 3 этаж, лифт обычный пассажирский. Красносельский район 
Ваша цена за все??",
4149,-164809128,VK,"❗Требуются СТРОИТЕЛИ НА ВОЕННЫЕ И ГРАЖДАНСКИЕ объекты.❗ 
 
Ведется набор на разные рабочие должности: по всем возможным строительным вакансиям сможем проконсультировать и подобрать лучшие условия. 
 
Единовременная выплата от 1 500 000 ₽ до 2 500 000 ₽ от государства! 
Индивидуальное сопровождение и безопасность! 
 
Зарплата от 210 000 ₽ и более в месяц 
 
БИЛЕТЫ, ПИТАНИЕ, И ПРОЖИВАНИЕ оплачиваются на весь период оформления и службы 
Списание долгов до 10 млн ₽ 
Оформление 1-2 дня 
Пакет льгот 
Выплаты на каждого ребенка - 20 000 ₽ 
Сделаем / восстановим военный билет 
Помощь в решении проблем с ФСИН и МВД 
 
Опыт службы в армии? НЕ ТРЕБУЕТСЯ! 
Официальная служба в рядах армии России! 
Лучшее снаряжение, качественная индивидуальная подготовка 
И многое другое. 
 
-Возраст 18 - 63 лет 
-Рассматриваем сложные ситуации 
-ВИЧ, ГЕПАТИТ обсуждается индивидуально! 
-Контракт напрямую с Министерством Обороны! 
 
WhatsApp: wa.me/79960410014 
Телеграмм: t.me/alena_5225 
Консультация по телефону: +79302523230",
7227,-1002762558087,TG,"13:00
Два человека 
Носить с кв в газель мусор (60-80 мешков)
Ратной славы 7
1000 каждому",
5648,-1001233979517,TG,1к ласт чехол есть для ремня,
641,-1001409716498,TG,"На пятницу нужно 2 человека с ремнями 

Краснодар, Уральская улица, 71к1

Выгружаем микроскоп 100кг с газели без гидроборта и заносим на 2й этаж пешком . Работы минут на 30 вижу 
Время сообщу ближе к дате 

По 2500, оплата переводом на карту от меня",
1387,-220419216,VK,"НЕ-ШТУРМОВЫЕ НАПРАВЛЕНИЯ

БПЛА • ПВО • СВЯЗЬ • ВОДИТЕЛИ - АРТИЛЛЕРИЯ - СНАЙПЕРА

🔥 до 4.5 млн ₽ единовременно
💰 от 210 000 ₽/мес

🚍 заберём из любого города
🏠 встретим, поселим, накормим
📄 поможем с документами
💳спишем долги до 10 млн
🩸Берем с заболеваниями 

Для связи 👇

Дмитрий Лазарев
🔻Вк: https://vk.ru/id1097985484
🔻Телеграм: https://t.me/clyjba 
☎️ Звонок +79330505045",
1049,-184532299,VK,Здравствуйте всем. Собрать и повесить две рулонные шторы .47 кв,
6345,-1001409716498,TG,"Сегодня после 22:00 необходимо выполнить малярные работы в Бургер Кинге, покрасить ножки от стоек самообслуживания ( 3 шт) по адресу  
г Краснодар, ул Уральская, д 98/11.
Краска в баллончиках в ресторане имеется.  

Дополнительно нужно будет купить небольшой кусочек наждачной бумаги, что бы зачистить в некоторых местах вздувшующееся краску. 
Дополнительно оплатят по чеку. 
А так же распечатать один листок для бланк заказа, в котором клиент поставит отметку, что работы выполненны. 
Цена 600 руб час, минимальный заказ 2 часа.",
5072,-167313558,VK,"Здравствуйте! Нужно разломать бетонную стену до плитки, чтобы заменить трубу канализации.
Цена?",
486,-167102108,VK,"Добрый деннь. Нужны крепкие ребята вытащить доски от шкафов с балкона мелочная работа и однуспальную кровать , и шкаф старенький каждому о 500р заплачу номер для связи 89528474346",
384,-158738864,VK,"Добрый вечер ,требуется подсобные рабочии ,на обклейку помещений под малярные работы ,работы много ,оплата либо по часам либо по проделанной работе, как договоримся (89996399891) звонки или в max",
726,-1001950740300,TG,"📌 Ребята, заходите в чат в вк Если у кого-то есть знакомые, которые ищут подработку или могут размещать заявки — добавляйтесь
Ссылка на чат👇‼https://vk.me/join/uYIOmo2RG1Pu8/qOIcY5LyIwbSks9PTdir4=",
4124,-164809128,VK,"Бурение скважин на воду любой сложности в том числе и артезианские гарантия качества на выполнение работ опыт работы больше десяти лет в бурении используем только качественные материалы обсадные трубы ГОСТ резьбовое соединение пищевой пластик на который сам завод изготовитель даёт гарантию 50 лет не посредник собстветвенный автопарк работаем по краснодарскому краю нужна вода звони сюда!!! Внимание относитесь правильно к выбору подрядчика к сожалению рынок переполнен различными не добросовественными людьми!!!89184117212
[id539307745|Владимир Ключников]",
8487,-1001950740300,TG,"Малой Малой, вашу репутацию увеличил И. 🏆 Ваша репутация 3
🌟 Рейтинг чата",
19,-130305790,VK,"🇷🇺НЕОБХОДИМО 7 КАНДИДАТОВ  НА СЛУЖБУ В БПЛА  ( места ограничены🚫)

🇷🇺 ОБУЧЕНИЕ 3 МЕСЯЦА)

✅НАБОР ПО КОНТРАКТУ  
🤝️По отношению
🤝️ВЫПИШЕМ ВАМ ЕГО )

В ПЕРВЫЙ ГОД СЛУЖБЫ - От 5,5 млн  до 7 млн  ☝️ Суммарно с единовременной выплатой.

✔️ ВСЕМ ОФОРМЛЯЕМ БИЛЕТЫ НА САМОЛЁТ , ЛИБО ПОЕЗД , ПО ПРИЕЗДУ РАЗМЕЩАЕМ! 

👇👇👇

А Также ВАРИАНТОВ СЛУЖБЫ МНОГО : АРТИЛЛЕРИЯ , ПВО , ПРО , ВДВ МОТОСТРЕЛКОВЫЕ, БПЛА , ЖДВ , МИНОМЕТНЫЕ , МЕДИЦИНСКИЕ БРИГАДЫ ,  МТО , ВОДИТЕЛИ , 

☎По всем вопросам 

🔻Вк: https://vk.ru/id1097985484
🔻Телеграм: https://t.me/clyjba 
☎️ Звонок +79330505045",
3542,-197488759,VK,"Поклеить обои в прихожую,12 кв",
1990,-202421839,VK,"Требуется перекопать землю с сухой травой и выровнять граблями вдоль забора обочину , подробности скину в личку",
7979,-1001503637616,TG,"⚡️ Краснодар 
Нужны ребята кто умеет хорошо шпаклевать


Есть хорошая работа 
👍

Пишите в личные сообщения",
2682,-197559013,VK,Нужен клининг квартиры.Общая площадь 50 кв. Состояние квартиры на фото(без тяжелых загрязнений). Пишите цену и контактный номер,
6726,-1001409716498,TG,"В течение полу часа 

Любимово 18
Один человек
Спустить и загрузить строительный мусор в машину

500 /2",
8753,-1001950740300,TG,"Ищу работу
Только Краснодар
Интересует первое время ежедневная оплата
Опыт работы более 8 лет монолит
Вязка гибка принятие бетона",
3140,-183322855,VK,"Привет! 🌟 Мы рады объявить, что в нашу команду требуются грузчики и сборщики заказов! У нас гибкий график, который легко подстроить под вашу жизнь. Заработок от 410 рублей в час, ежедневные выплаты и вкусные обеды ждут вас! Пишите на WhatsApp: +79826521950

Поделитесь с друзьями вакансией, возможна она будет им интересна.",
7376,-1002762558087,TG,"Сегодня 1 чел
‎в ближайшее время
‎Тц Кутузовский
‎Северная 490
‎Поднять 21 пачку плит(тачка есть) и профиля к ним
‎3й этаж
‎500/2 мин

Закрыто",
466,-167102108,VK,"ООО «Магистраль Плюс» 
Приглашает ПОВАРОВ и КУХОННЫХ РАБОТНИКОВ 
на работу вахтовым методом. 
Мы предлагаем работу в республике Крым (СУДАК и АЛУШТА) 
 
Заработная плата: 
ПОВАР от 3500 руб. смена 
КУХОННЫЙ РАБОТНИК от 3000 руб. смена 
 
Мы предлагаем: 
Конкурентоспособную заработную плату. 
График работы: 15/15 или 30/30. 
Проживание в комфортных, модульных, вагончиках. 
Оформление в соответствии с ТК РФ. 
Бесплатное 3-х разовое питание. 
Выплаты 2 раза в месяц. 
 
Если у тебя есть желание работать и зарабатывать, звони! 
Контактный телефон: 8 (981) 423 11 81.Марина",
1329,-222144515,VK,"Требуются монолитчики
Конструктив
Работа в Краснодаре

Предоставлю жилье
Питание
Инструмент

Зарплата 7 тыс в день
Аванс на 2 день по 10 тыс
Выплаты каждую неделю

Виктор
89065835014",
3455,-197488759,VK,"Вывоз мусора.
(нужен грузчик и газель) 
С 10:00 до 17:00 можно приехать и забрать
Цена обговаривается",
